output\example dendrite\spine_9.off,1.8599640933572712,6.956313584679832,7.663674446439259,7.679233991621782,6.371035308198682,6.275284260921606,5.406343506882101,4.902453620586478,4.191502094554162,3.780969479353677,3.622980251346501,2.9455415918611623,2.537402752842607,2.6403351286654675,2.282465589467389,2.1950927588270477,2.309994015559543,2.01915020945542,1.9114302812686996,1.660083782166366,1.5415918611609845,1.567923399162177,1.359664871334529,1.1741472172351908,1.127468581687611,1.1717534410532604,1.0305206463195682,0.8665469778575696,0.7612208258527864,0.8078994614003584,0.7504488330341106,0.7444643925792931,0.6678635547576296,0.5780969479353675,0.5146618791143024,0.47875523638540024,0.4356672651107118,0.40933572710951494,0.3087971274685814,0.3147815679233989,0.26929982046678613,0.26690604428486064,0.23459006582884478,0.2525433871932972,0.24296828246558924,0.2166367444643924,0.19030520646319551,0.1903052064631966,0.2298025134649908,0.20227408737283048,0.16517055655296214,0.1795332136445241,0.14482345900658275,0.15080789946140022,0.12687013764213034,0.11968880909634938,0.08378216636744457,0.09216038300419005,0.08138839018551758,0.0766008378216636,0.04787552363853975,0.06822262118491915,0.0766008378216636,0.03470975463794132,0.03470975463794132,0.04787552363853975,0.04548174745661277,0.029922202274087345,0.03351286654697783,0.03231597845601433,0.029922202274087678,0.02513464991023337,0.022740873728306386,0.014362657091561926,0.017953321364452407,0.00957510472770795,0.011968880909634938,0.013165769000598434,0.014362657091561926,0.008378216636744458,0.011968880909634938,0.0023937761819269876,0.004787552363853975,0.00837821663674455,0.0023937761819269876,0.0023937761819269876,0.0023937761819269876,0.0011968880909634938,0.0,0.0011968880909634938,0.0023937761819269876,0.0,0.0,0.0,0.0,0.0011968880909635072,0.0,0.0,0.0,0.0011968880909634938
output\example dendrite\spine_10.off,0.554731959255894,3.060590120032519,4.571756491798576,4.265697479795322,3.5101142939122942,2.9506001625938514,2.2165367509922986,2.3336999665247964,1.594854382860696,1.5039931136722284,1.5016020276409552,1.1333747788245427,1.092726316292859,0.9946917890105678,1.0114293912294983,1.121419348668164,0.9851274448854661,0.9851274448854689,1.0688154559801053,1.0783798001052067,1.1525034670747476,1.0807708861364822,0.9731720147290891,0.9851274448854689,1.0903352302615839,1.1859786715126,1.1931519296064261,1.2170627899191802,1.2864042848261739,1.2314093061068327,1.1907608435751509,1.3031418870450946,1.2266271340442818,1.2194538759504556,1.2864042848261668,1.130983692793272,1.2505379943570358,1.2170627899191802,1.262493424513413,1.2505379943570358,1.2792310267323406,1.2074984457940852,1.133374778824541,1.174023241356223,1.2505379943570358,1.1477212950121936,1.1525034670747443,1.114246090574344,1.0903352302615839,1.0233848213858725,1.1262015207307148,1.0329491655109742,1.138156950887092,1.1238104346994395,1.0640332839175546,1.0592511118550036,1.049686767729902,1.0114293912295067,0.9588254985414366,0.9946917890105678,0.8918750896657253,0.8607909712591452,0.9564344125101613,0.9875185309167415,0.9038305198221023,0.9349146382286826,0.865573143321696,0.8751374874467976,0.8225335947587388,0.8368801109463911,0.7962316484147182,0.7675386160394044,0.7436277557266503,0.7053703792262439,0.5379943570369657,0.5212567548180379,0.4614796040361528,0.3993113672229923,0.3275787862847302,0.2869303237530484,0.26301946344029437,0.2749748935966713,0.20802448472096008,0.2438907751900938,0.17933145234565526,0.13868298981397337,0.11716321553249474,0.11238104346994394,0.08368801109463911,0.10281669934484235,0.10759887140739315,0.08847018315718992,0.04543063459423266,0.040648462531681855,0.03347520443785565,0.01912868825020344,0.03347520443785565,0.016737602218927825,0.0023910860312754034,0.004782172062550807
output\example dendrite\spine_0.off,0.6047777441790142,2.8500151194436043,3.6135470214696106,3.3817155528676537,3.134764640661223,2.5551859691563363,1.864731377885292,1.9579679467795597,1.7160568491079535,1.3683096462050184,1.45650640056446,1.2675133555085178,1.1742767866142514,1.0533212377784489,1.0885999395222277,1.1289184558008256,1.1339582703356508,0.965124483419012,1.0734804959177493,0.9852837415583098,1.0054429996976129,1.058361052313274,1.0760004031851618,1.1490777139401291,1.1440378994053009,1.21207539562544,1.2876726136478167,1.2624735409736911,1.1843564156839084,1.3456304807983053,1.2322346537647404,1.2599536337062784,1.275073077310754,1.365789738937606,1.21207539562544,1.3683096462050262,1.2246749319625028,1.2927124281826419,1.3355508517286552,1.2549138191714533,1.3405906662634803,1.3305110371938376,1.1566374357423637,1.2901925209152292,1.22215502469509,1.3330309444612427,1.325471222659005,1.1793166011490832,1.3179115008567674,1.2977522427174668,1.1818365084164892,1.3153915935893548,1.2019957665557897,1.1893962302187269,1.2523939119040408,1.1868763229513144,1.121358733998588,1.0961596613244744,0.9878036488257222,0.9122064308033457,0.9878036488257222,0.9600846688841842,0.8945670799314578,0.8618082854550945,0.8391291200483815,0.7836911601653052,0.8466888418506192,0.7862110674327177,0.6954944058058657,0.7383328293518792,0.7408527366193001,0.687934684003628,0.6778550549339778,0.642576353190202,0.5770587642374755,0.461143029936498,0.5216208043543993,0.4535833081342603,0.42586432819272213,0.41074488458824676,0.3023888720895068,0.352787017437758,0.3023888720895068,0.2746698921479718,0.26711017034573104,0.2242717467997176,0.17891341598629154,0.20663239592782967,0.20411248866041712,0.13103517790545297,0.11339582703356507,0.09827638342908972,0.060477774417901364,0.042838423546013464,0.020159258139300456,0.04031851627860136,0.010079629069650228,0.002519907267412557,0.0075597218022376705,0.0075597218022376705
output\example dendrite\spine_21.off,1.333435277926447,5.916354461350256,6.716109794326784,6.044804648673445,5.547824757244436,4.471289853964373,4.15933939903662,3.876443153146267,3.3412340392996422,3.2204296964599712,2.90236256594541,2.709687284960625,2.63017050233198,2.617937151158343,2.1240155975227504,2.084257206208424,1.9206361342610274,1.7616025690037498,1.701964982032264,1.5383439100848675,1.3640186558605425,1.3701353314473572,1.1759308815658678,1.0811224099701833,1.0199556541019947,0.9542013915436951,0.9067971557458514,0.8456303998776658,0.830338710910624,0.8119886841501637,0.7034176924841342,0.7936386573897081,0.7737594617325477,0.7844636440094802,0.8119886841501637,0.8165761908402821,0.8976221423656235,0.8991513112623282,0.9129138313326699,0.9373805336799441,0.8746846089150538,0.908326324642561,0.9404388714733534,0.8333970487040285,0.8028136707699358,0.7263552259347038,0.6636593011698136,0.6407217677192476,0.5994342075082187,0.5596758161938982,0.4832173713586661,0.5076840737059404,0.4786298646685522,0.44192981114764085,0.41593393990366195,0.3853505619695692,0.3654713663124089,0.38229222417616415,0.3379463261717254,0.3348879883783161,0.31806713051456503,0.2553712057496748,0.2538420368529702,0.2232586589188774,0.2202003211254681,0.18961694319137531,0.18350026760455676,0.14068353849682685,0.17279608532762428,0.1345668629100083,0.12080434283966789,0.10551265387262013,0.11315849835614333,0.0734001070418227,0.10245431607921085,0.05505008028136703,0.06575426255829951,0.03822922241761599,0.03670005352091135,0.03058337793409279,0.03822922241761599,0.022937533450569595,0.018350026760455676,0.01835002676045588,0.015291688967046396,0.012233351173637119,0.012233351173637119,0.010704182276932478,0.004587506690113919,0.006116675586818559,0.0015291688967046398,0.0015291688967046398,0.0030583377934092796,0.0030583377934092796,0.0,0.0015291688967046567,0.0015291688967046398,0.0,0.0015291688967046398,0.0015291688967046398
output\example dendrite\spine_22.off,6.587797488087904,9.162570246790963,8.031078311814035,6.707232747891023,5.163374863278057,3.9778227580744545,3.530254837128019,3.096516262053534,2.3849335562791527,2.845073609836434,2.188808287549818,2.119661558190117,1.9059353038055826,2.0630869614412672,1.8179303755296043,1.8833054651060441,2.045485975786071,2.1561207427615985,2.2265246853823797,2.093260079707319,2.114632705145778,1.8342741479237108,1.8757621855395312,1.9298223557662122,1.8129015224852578,1.7626129920418385,1.492312140908461,1.3753913076275115,1.1905809582479532,1.0661168454004843,0.978111917124501,0.785758288178423,0.6776379477250719,0.6147772846707982,0.67260909468073,0.49659923812876605,0.5318012094391567,0.44253906790208786,0.3884788976754123,0.43751021485774594,0.40482267006952355,0.40985152311386774,0.3771639783256431,0.324361021360053,0.32938987440439493,0.2778441306998904,0.24012773286732605,0.27281527765554997,0.24389937265058248,0.27281527765554847,0.21498346764561654,0.22126953395104393,0.1785242830741377,0.1521228045913427,0.16595215046328296,0.13326460567506054,0.11817804654203481,0.12697853936963457,0.10057706088683814,0.1144064067587784,0.11314919349769292,0.11692083328094934,0.0754327956651286,0.09051935479815433,0.07291836914295766,0.08674771501489789,0.06411787631535931,0.04023082435473526,0.05028853044341907,0.02765869174388049,0.020115412177367852,0.023887051960624062,0.010057706088683815,0.010057706088683815,0.00377163978325643,0.0025144265221709538,0.006286066305427384,0.00377163978325643,0.00377163978325643,0.00377163978325643,0.0012572132610854769,0.0025144265221709538,0.0050288530443419075,0.0025144265221709815,0.0025144265221709538,0.00377163978325643,0.0,0.0025144265221709538,0.0025144265221709538,0.0012572132610854769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012572132610854769,0.0012572132610854769,0.0012572132610854769
