num_of_clusters,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
score,1105362171.8352485,305912067.94655454,292536065.84581065,194145624.33583522,109158618.73034568,97916482.0070072,51830659.96559159,60937859.972270064,47882967.22118693,37756723.749550216,27687881.09800154,24911283.354346648,19879526.692713354,17548646.923485793,14137278.139300674,14013962.201361014,12271511.712599166,10853498.414347969,9457794.22583683,9325092.537262486,6681121.897047263,7208339.589875498,5417751.295352855,5582962.051694488,4478784.327419257,5038694.168651967,4847507.171118218,3766470.150111174,3187096.753252188,3395610.85637044,3104593.597494845,2416372.096424451,3162896.676599858,2970023.957086513,2355164.958416448,2331027.4021652592,2365323.115618081,2499944.233590946,1958998.136674728,1815323.333745574,1765511.9193436692,1871669.2181446527,1704731.8169395633,1692402.332376264,1618270.9049122108,1411598.6613673994,1333539.1074997224,1470128.5791691376,1478759.9401179608,1101375.422836935,1249793.2983114135,1115883.3311293365,1178251.4090820958,1091036.8586991932,1128047.1484256494,951725.0303403479,939738.3443157193,854264.0265517114,969229.3669161585,1046245.3060475276,829041.4063921745,857642.7380038248,859134.2880389045,717037.8529859463,833691.3422512888,738532.3089071133,688499.9247787005,625547.6818122003,635788.8700670651,692364.3192908255,642013.1244944019,627271.7605794807,613554.5318296895,632920.9514120462,609384.8991964556,566455.5978720376,520855.2468237365,518498.46630065946,464948.59721555276,544016.0153782411,542276.223738949,447964.37179226475,412878.56230881735,424405.78207231045,450866.47981704795,389219.53960682574,394087.1100319333,383133.3656180722,349316.1276371695,334548.53118614276,343364.5386182654,377617.15848160477,303630.92864254845,294583.85287774564,349740.60641400825,303319.39275963133,382477.443675981,266822.567588886
