eps,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7,0.8,0.9000000000000001,1.0,1.1,1.2,1.3,1.4000000000000001,1.5,1.6,1.7,1.8,1.9000000000000001,2.0,2.1,2.2,2.3000000000000003,2.4000000000000004,2.5000000000000004,2.6000000000000005,2.7,2.8000000000000003,2.9000000000000004,3.0000000000000004,3.1000000000000005,3.2,3.3000000000000003,3.4000000000000004,3.5000000000000004,3.6000000000000005,3.7,3.8000000000000003,3.9000000000000004,4.0,4.1000000000000005,4.2,4.300000000000001,4.4,4.5,4.6000000000000005,4.7,4.800000000000001,4.9,5.000000000000001,5.1000000000000005,5.2,5.300000000000001,5.4,5.500000000000001,5.6000000000000005,5.7,5.800000000000001,5.9
score,154,79,40,27,15,10,7,6,6,6,5,5,5,5,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
