denominator_group,1,2,3,4,
Stubby,0.20338983050847456,0.4779661016949152,0.0,0.31864406779661014,0.0
Thin,0.1428079834824501,0.24260151410874053,0.0,0.32346868547832075,0.29112181693048866
Mushroom,0.26039715249156986,0.0,0.5282877482203072,0.0,0.2113150992881229
