denominator_group,Stubby,Thin,Mushroom,Unclassified
1,0.2127659574468085,0.29432624113475175,0.4929078014184397,0
2,0.5,0.5,0.0,0
3,0.0,0.0,1.0,0
4,0.3333333333333333,0.6666666666666666,0.0,0
,0.0,0.6,0.4,0
