num_of_clusters,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
score,1580253553.3587508,1056809691.9095242,480126195.6873532,291186902.36087245,276139640.36949664,165062592.51239917,148113860.87863052,122677959.37664554,123421819.97527307,78659312.38243026,62163723.05818487,64528721.280394174,46069553.38774804,41239118.08375202,38001923.09972913,36367638.27398337,30809360.46147543,31796106.308401424,23810902.364392508,22516037.80608812,18298337.696436454,16254287.948751524,16632772.966468059,16460294.316395877,12614749.997997284,13382714.4018804,16829022.820157286,13337683.451556958,12933509.374594422,10088952.741485726,9443980.85572292,9757127.34697278,9485836.275454672,8176660.372210827,7673903.31467068,6899155.949271143,7007789.393442462,7419482.398133666,7504919.886358136,6988978.373434805,6416394.995597611,6090772.402778376,5477633.879221962,4757705.365479453,4962600.951749962,4572074.139905088,4305078.276610773,4824592.00479484,4737131.716265237,4814457.480837391,4503185.735351233,3082515.615925637,3539295.483641055,4159298.8971783896,3603866.85221997,3050114.652668029,3363527.5358220427,2871972.220504397,2931594.5673712934,2896736.1808557776,2445602.508180989,2440974.154350549,2950894.242061139,2699597.613019527,2421506.174206157,2106928.7083503343,2436772.7255546325,2268346.8581730025,2297644.07631712,1880481.0317829433,2632640.3776396574,2317582.8066413715,1913252.6876774733,1934013.8224152324,2142456.593503928,1927123.1695174137,1506055.4280766933,1505919.1223972754,1528693.2473000814,1647066.2081353993,1363378.581097738,1816343.048823187,1344102.1043442092,1315661.2510683262,1314836.6506777403,1282469.1463704985,1375945.564376533,1134146.989592645,1225279.2612993254,1117066.7414393777,1159130.9600498953,1120077.3535070245,1085406.5015510686,1050611.7073989483,1049963.1347871672,1039662.3452900149,863243.5803034456,960791.2732970556
