denominator_group,1,2,3,
Stubby,0.29683698296836986,0.7031630170316302,0.0,0.0
Thin,0.16554379210779596,0.2781520692974013,0.5563041385948027,0.0
Mushroom,0.32946635730858465,0.0,0.0,0.6705336426914152
